item,itemLabel,valuesLabel,authorLabel,publishedInLabel,pp
http://www.wikidata.org/entity/Q56121686,Estudio de la disponibilidad léxica en Gran Canaria: la variable geográfica y el tipo de educación,artículo científico,Gracia Piñero Piñero,REALE. Revista de estudios de adquisición de la lengua española,8
http://www.wikidata.org/entity/Q56122020,La expresión de la hipótesis y la certeza: análisis estilístico de dos versiones españolas del soneto II de W. Shakespeare,artículo científico,Gracia Piñero Piñero,RLA. Revista de lingüística teórica y aplicada,8
http://www.wikidata.org/entity/Q56126573,La expresión del pasado próximo en la norma culta del español de Las Palmas de Gran Canaria,ponencia,Gracia Piñero Piñero,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",8
http://www.wikidata.org/entity/Q56127128,La movilidad de los marcadores de discurso que expresan causalidad en español,capítulo,Gracia Piñero Piñero,Lengua española y traducción,34
http://www.wikidata.org/entity/Q56127350,El dinamismo del significado en las traducciones españolas de los textos dramáticos,capítulo,Gracia Piñero Piñero,"Estudios de traducción, cultura, lengua y literatura. In memoriam Virgilio Moya Jiménez",14
http://www.wikidata.org/entity/Q56130034,Algunos desplazamientos en la expresión verbal del pasado,artículo científico,Gracia Piñero Piñero,Philologica canariensia,22
http://www.wikidata.org/entity/Q56130203,La valoración estilística como componente fundamental de la competencia textual: reflexión metodológica acerca de la enseñanza de la lengua materna a los traductores,artículo científico,Gracia Piñero Piñero,Revista de Lenguas para Fines Específicos,16
http://www.wikidata.org/entity/Q56122128,La Construcción Pasiva en Inglés y en Español: dos normas en conflicto en el proceso de la traducción,artículo científico,Gracia Piñero Piñero,,
http://www.wikidata.org/entity/Q56126344,Perfecto simple y perfecto compuesto en la norma culta de Las Palmas de Gran Canaria,libro,Gracia Piñero Piñero,,
http://www.wikidata.org/entity/Q51119798,Las islas del Atlántico en la Epaenesis Ibérica de Luis Tribaldos de Toledo,artículo científico,Gregorio Rodríguez Herrera,Humanistica Lovaniensia,11
http://www.wikidata.org/entity/Q51121779,"Un ejemplo de ""damnatio memoriae"": Luis Tribaldos de Toledo",artículo científico,Gregorio Rodríguez Herrera,Calamus Renascens,15
http://www.wikidata.org/entity/Q51121985,"Dos epigramas latinos de Luis Tribaldos de Toledo a su discípulo, el Conde de Villamediana",artículo científico,Gregorio Rodríguez Herrera,Calíope,13
http://www.wikidata.org/entity/Q53978324,Catvllvs 5. 1-6 en los poetas ingleses del siglo XVII: paralelos imitativos,capítulo,Gregorio Rodríguez Herrera,"""Studia Humanitatis in Honorem"" Antonio Cabrera Perera",16
http://www.wikidata.org/entity/Q55832833,La Elegía in qvendam zoilvm de Vicente Mariner y su versión latina del Epigramma ad Mamvm de Juan de Mariana,artículo científico,Gregorio Rodríguez Herrera,Philologica canariensia,11
http://www.wikidata.org/entity/Q55833028,La Eneida en la literatura infantil y juvenil en España (1914-2001),artículo científico,Gregorio Rodríguez Herrera,Philologica canariensia,26
http://www.wikidata.org/entity/Q55833398,Georg Henisch y la recepción de los progymnasmata en el siglo XVI,artículo científico,Gregorio Rodríguez Herrera,Q50497615,22
http://www.wikidata.org/entity/Q55833680,Reescrituras y censura social en Mitos y semidiosas de Gustavo García Saraví,artículo científico,Gregorio Rodríguez Herrera,"Bulletin of Spanish Studies: Hispanic studies and researches on Spain, Portugal and Latin America",20
http://www.wikidata.org/entity/Q55834230,Los signos del zodíaco en Roma: teoría y práctica docente,artículo científico,Gregorio Rodríguez Herrera,El Guiniguada,30
http://www.wikidata.org/entity/Q55872831,Aproximación a la aplicación de la lingüística del texto a la epistolografía latina,ponencia,Gregorio Rodríguez Herrera,Actas del VIII Congreso Español de Estudios Clásicos,8
http://www.wikidata.org/entity/Q55963114,Exempla mythologica en las tragedias de Séneca,ponencia,Gregorio Rodríguez Herrera,"Séneca, dos mil años después: actas del Congreso Internacional del Bimilenario de su nacimiento",11
http://www.wikidata.org/entity/Q55963446,Vicente Mariner y una polémica literaria del siglo XVII,ponencia,Gregorio Rodríguez Herrera,"Actas del XI Congreso Internacional de la Asociación de Lingüística y Filología de la América Latina Las Palmas de Gran Canaria, del 22 al 27 de julio de 1996",10
http://www.wikidata.org/entity/Q55964494,"Exempla mythologica en la ""Octavia""",ponencia,Gregorio Rodríguez Herrera,Actas del X Congreso Español de Estudios Clásicos,6
http://www.wikidata.org/entity/Q55964510,El estilo epistolar de Vicente Mariner,ponencia,Gregorio Rodríguez Herrera,Humanismo y pervivencia del mundo clásico: homenaje al profesor Antonio Fontán,10
http://www.wikidata.org/entity/Q55964516,Mito clásico y memoria contemporánea: Jasón y los argonautas en los textos fílmicos,capítulo,Gregorio Rodríguez Herrera,Cine y memoria,18
http://www.wikidata.org/entity/Q55964528,Los Comentarios de Reinhardus Lorichius y Juan de Mal Lara a los Progymnasma de Aftonio: una aproximación,ponencia,Gregorio Rodríguez Herrera,Humanismo y pervivencia del mundo clásico: homenaje al profesor Antonio Prieto,8
http://www.wikidata.org/entity/Q55964543,El manuscrito properciano Valentinus Bu 725: una aproximación a su paratexto,ponencia,Gregorio Rodríguez Herrera,Actas del XII Congreso Español de Estudios Clásicos,10
http://www.wikidata.org/entity/Q55964540,La selección de Propercio en los florilegios latinos de los siglos XIII al XVI,capítulo,Gregorio Rodríguez Herrera,"Selección, manipulación y uso metaliterario de los autores clásicos",26
http://www.wikidata.org/entity/Q55965328,La tradición clásica en Shakespeare. Un esbozo,capítulo,Gregorio Rodríguez Herrera,Descubriendo a Shakespeare,9
http://www.wikidata.org/entity/Q55965538,"El metatexto de los ""Progymnasmata"" de Aftonio: una aproximación al ""Epítome"" de Juan de Mal Lara",ponencia,Gregorio Rodríguez Herrera,Baetica renascens,12
http://www.wikidata.org/entity/Q55966034,"Los ""excerpta"" de Tibulo en el florilegio de Cristóbal García Guillén de Paz (ms. 246 BH Santa Cruz, Valladolid)",capítulo,Gregorio Rodríguez Herrera,"""Manipulus studiorum"" en recuerdo de la profesora Ana María Aldama Roy",13
http://www.wikidata.org/entity/Q55966070,Propercio en la Polyanthea de Nano Mirabelio,ponencia,Gregorio Rodríguez Herrera,Humanismo y pervivencia del mundo clásico. V homenaje al profesor Juan Gil,14
http://www.wikidata.org/entity/Q55966087,Eneas: la evolución de un héroe,artículo científico,Gregorio Rodríguez Herrera,Boletín Millares Carlo,8
http://www.wikidata.org/entity/Q55966119,El tomo primero de la versión latina de la Ilíada realizada por el humanista valenciano Vicente Mariner: un manuscrito recuperado,artículo científico,Gregorio Rodríguez Herrera,Excerpta philologica: Revista de filología griega y latina de la Universidad de Cádiz,14
http://www.wikidata.org/entity/Q56026770,"A próposito de las fuentes clásicas del soneto de Quevedo: ""Sola en ti, Lesbia""",artículo científico,Gregorio Rodríguez Herrera,Myrtia. Revista de filología clásica,12
http://www.wikidata.org/entity/Q56026903,Notas para un catálogo del corpus epistolar del helenista Vicente Mariner,artículo científico,Gregorio Rodríguez Herrera,Cuadernos de Filología Clásica. Estudios Latinos,8
http://www.wikidata.org/entity/Q56026913,"La versión latina de la ""Ilíada"" del jesuita mexicano Francisco Xavier Alegre",artículo científico,Gregorio Rodríguez Herrera,Boletín Millares Carlo,20
http://www.wikidata.org/entity/Q56026937,La epistolografia de Vicente Mariner y la preceptiva epistolar,artículo científico,Gregorio Rodríguez Herrera,Boletín Millares Carlo,21
http://www.wikidata.org/entity/Q56027104,Los Varia Illustrium Virorum Poemata reunidos por Francisco López de Aguilar para alabanza de Lope de Vega y escarnio de Torres Rámila: Poemata I-XXV,artículo científico,Gregorio Rodríguez Herrera,Fortunatae,36
http://www.wikidata.org/entity/Q56027111,"Dos epigramas neolatinos anónimos a propósito de los amores de Carlos Estuardo, príncipe de Gales, con la infanta María de España",artículo científico,Gregorio Rodríguez Herrera,Q15752887,14
http://www.wikidata.org/entity/Q56027152,El profesor Manuel Socorro y la enseñanza del latín en Canarias,artículo científico,Gregorio Rodríguez Herrera,Boletín Millares Carlo,20
http://www.wikidata.org/entity/Q56027168,"Los motivos amatorios en los ""marginalia"" del ""Scorialensis"" S: III. 022",artículo científico,Gregorio Rodríguez Herrera,Cuadernos de Filología Clásica. Estudios Latinos,16
http://www.wikidata.org/entity/Q56027269,"La ""Eneida"" en la literatura infantil y juvenil en España (1914-2001)",artículo científico,Gregorio Rodríguez Herrera,Philologica canariensia,26
http://www.wikidata.org/entity/Q56033654,MISCELLANEA.,artículo científico,Gregorio Rodríguez Herrera,Mnemosyne,1
http://www.wikidata.org/entity/Q56033767,"Literatura y arte efimero en el barroco español: Dos sonetos anónimos en honor de Carlos Estuardo, Principe de Gales",artículo científico,Gregorio Rodríguez Herrera,Boletín Millares Carlo,22
http://www.wikidata.org/entity/Q56033797,El motivo del adulterio en Marcial,artículo científico,Gregorio Rodríguez Herrera,"Lecturas, imágenes: revista de poética del cine",15
http://www.wikidata.org/entity/Q56033929,"La consideración de la mujer en ""marginalia"" a las ""Elegías"" de Propercio",artículo científico,Gregorio Rodríguez Herrera,Q15752887,10
http://www.wikidata.org/entity/Q56042969,"Comentarios subjetivos en los Marginalia a Propercio del ""Vaticanvs ottobonianvs 1514""",artículo científico,Gregorio Rodríguez Herrera,Q15763192,5
http://www.wikidata.org/entity/Q56042988,Mito clásico y memoria contemporánea: Jasón y los argonautas en los textos fílmicos,artículo científico,Gregorio Rodríguez Herrera,"Lecturas, imágenes: revista de poética del cine",18
http://www.wikidata.org/entity/Q56043019,"Los poetas clásicos en los ""Comentarios"" de Reinhard Lorich y Juan de Mal de Lara a los ""Progymnasmata"" de Aftonio",artículo científico,Gregorio Rodríguez Herrera,Humanistica Lovaniensia,18
http://www.wikidata.org/entity/Q56043035,"La tradición clásica en ""Valer la pena"" de Juan Gelman",artículo científico,Gregorio Rodríguez Herrera,Myrtia. Revista de filología clásica,26
http://www.wikidata.org/entity/Q56043053,The metatext of Propertian Manuscripts: Vaticanus Palantius Latinus 1652 and Scorialensis g.III.12,artículo científico,Gregorio Rodríguez Herrera,Q15763192,14
http://www.wikidata.org/entity/Q56043065,"Etimología y definición en la ""In Aphthonii Sophistae Progymnasmata Commentatio"" de Buckhardus Harbart",artículo científico,Gregorio Rodríguez Herrera,Cuadernos de Filología Clásica. Estudios Latinos,15
http://www.wikidata.org/entity/Q56045597,"Las ""Gnomai"" en las ""In Hesiodum Annotationes"" de Georg Henisch: entre el ""progymnasma"" y el florilegio",artículo científico,Gregorio Rodríguez Herrera,Calamus Renascens,22
http://www.wikidata.org/entity/Q56045632,"Rhetorica, ancilla Theologiae: la edición de 1596 de la Commentatio de Burchardus Harbart a los Progymnasmata de Aftonio",artículo científico,Gregorio Rodríguez Herrera,Revista de Estudios Latinos,16
http://www.wikidata.org/entity/Q56045670,La selección de los elegiacos latinos en las Sententiae Et Exempla (1557) de André Rodrigues de Évora,artículo científico,Gregorio Rodríguez Herrera,Habis,16
http://www.wikidata.org/entity/Q56045694,"Los ""progymnasmata"" en los ""Praeceptiorum Rhetoricarum Libri V et Exercitationum Libri II"" de Georg Henisch: fuentes y materiales",artículo científico,Gregorio Rodríguez Herrera,Euphrosyne,16
http://www.wikidata.org/entity/Q55852584,Vicente Mariner y su versión latina de la Ilíada,tesis doctoral,Gregorio Rodríguez Herrera,,
http://www.wikidata.org/entity/Q55870764,"Vicente Mariner y sus traducciones de la ""Ilias"" y la ""Odyssea""",libro,Gregorio Rodríguez Herrera,,
http://www.wikidata.org/entity/Q55872705,"Vicente Mariner, breve antología",libro,Gregorio Rodríguez Herrera,,
http://www.wikidata.org/entity/Q56027186,Los 'Varia illustrium virorum poemata' reunidos por Francisco López de Aguilar para alabanza de Lope de Vega y escarnio de Torres Rámila: 'Poemata' XXVI-XLVI,artículo científico,Gregorio Rodríguez Herrera,,
http://www.wikidata.org/entity/Q51453356,Relaciones morfoléxicas sufijales del español,artículo científico,Gustavo Rodríguez Rodríguez,Procesamiento del Lenguaje Natural,74
http://www.wikidata.org/entity/Q51459974,FLAVER: reflexionador y lematizador automático de formas verbales,artículo científico,Gustavo Rodríguez Rodríguez,Lingüística Española Actual,50
http://www.wikidata.org/entity/Q51460906,Geisa: un diccionario de sinónimos en formato electrónico,artículo científico,Gustavo Rodríguez Rodríguez,Revista de Lexicografia,23
http://www.wikidata.org/entity/Q51573800,Automatic syllabification for Spanish using lemmatization and derivation to solve the prefix’s prominence issue,artículo científico,Gustavo Rodríguez Rodríguez,Expert Systems with Applications,9
http://www.wikidata.org/entity/Q51574529,A Morphological Analyzer Using Hash Tables in Main Memory (MAHT) and a Lexical Knowledge Base,ponencia,Gustavo Rodríguez Rodríguez,Computational Linguistics and Intelligent Text Processing,11
http://www.wikidata.org/entity/Q51575375,"Experience using virtual programming labs, screencasts and concept maps in a first-year programming course",ponencia,Gustavo Rodríguez Rodríguez,ICERI2011 Proceedings,6
http://www.wikidata.org/entity/Q51624245,Conjugador TIP de verbos del español,ponencia,Gustavo Rodríguez Rodríguez,XII Simposio Internacional de Comunicación Social,4
http://www.wikidata.org/entity/Q51625363,Development of Support Services for Linguistic Research over the Internet (Project TIN2004-03988),ponencia,Gustavo Rodríguez Rodríguez,Jornadas de Seguimiento de Proyectos en Tecnologías Informáticas 2007,7
http://www.wikidata.org/entity/Q51644843,Una aplicación para el procesamiento de la sufijación en español,ponencia,Gustavo Rodríguez Rodríguez,"IX Simposio Internacional de Comunicación Social, Actas",6
http://www.wikidata.org/entity/Q51645471,Suffixal and Prefixal Morpholexical Relationships of the Spanish,ponencia,Gustavo Rodríguez Rodríguez,"Lecture Notes in Artificial Intelligence, 3230",11
http://www.wikidata.org/entity/Q51671420,Relaciones morfoléxicas prefijales del español,artículo científico,Gustavo Rodríguez Rodríguez,Boletin de Linguistica,44
http://www.wikidata.org/entity/Q51676526,Morfología del español: Reconocimiento y generación automáticos. Desarrollos del Grupo de Estructuras de Datos y Lingüística Computacional de la Universidad de Las Palmas de Gran Canaria (GEDLC),ponencia,Gustavo Rodríguez Rodríguez,Estudios sobre el español de Canarias. Actas del I Congreso Internacional sobre el español de Canarias,20
http://www.wikidata.org/entity/Q51678041,FLANOM: Flexionador y lematizador automático de formas nominales.,artículo científico,Gustavo Rodríguez Rodríguez,Lingüística Española Actual,44
http://www.wikidata.org/entity/Q51678387,Desarrollos del Grupo de Estructuras de Datos y Lingüística Computacional de la Universidad de Las Palmas de Gran Canaria (GEDLC),ponencia,Gustavo Rodríguez Rodríguez,SLPLT2. Segundo Taller Internacional de Procesamiento Computacional del Español y Tecnologías del Lenguaje,4
http://www.wikidata.org/entity/Q51678967,Diccionarios en soportes informáticos,artículo científico,Gustavo Rodríguez Rodríguez,Cuadernos Cervantes de la Lengua Española,9
http://www.wikidata.org/entity/Q56132313,Análisis lingüístico y formalización computacional del texto argumentativo (OpinionText TIP),artículo científico,Gustavo Rodríguez Rodríguez,Revista de Humanidades Digitales,23
http://www.wikidata.org/entity/Q56641810,Patrones lingüísticos del español culto de Chile. Estado de una investigación,artículo científico,Gustavo Rodríguez Rodríguez,RLA. Revista de lingüística teórica y aplicada,4
http://www.wikidata.org/entity/Q56641863,Particularidades Lingüísticas del Español Atacameño,artículo científico,Gustavo Rodríguez Rodríguez,Estudios Filológicos,14
http://www.wikidata.org/entity/Q56678990,Particularidades lingüísticas del español atacameño (II),artículo científico,Gustavo Rodríguez Rodríguez,Estudios Filológicos,18
http://www.wikidata.org/entity/Q56678997,"Algunas precisiones sobre el concepto de ""dialecto""",artículo científico,Gustavo Rodríguez Rodríguez,Lexis,26
http://www.wikidata.org/entity/Q56679005,Problemas que plantea la enseñanza de la lengua materna,artículo científico,Gustavo Rodríguez Rodríguez,Lexis,14
http://www.wikidata.org/entity/Q56679019,Proyecto SOTA: Sistema de Organización de Texto Abierto,artículo científico,Gustavo Rodríguez Rodríguez,Procesamiento del Lenguaje Natural,3
http://www.wikidata.org/entity/Q56679059,Proyecto GEISA: Gestión Integrada de Sinónimos y Antónimos,artículo científico,Gustavo Rodríguez Rodríguez,Procesamiento del Lenguaje Natural,3
http://www.wikidata.org/entity/Q56682069,DAWEB: un descargador y analizador morfológico de páginas web,artículo científico,Gustavo Rodríguez Rodríguez,Procesamiento del Lenguaje Natural,14
http://www.wikidata.org/entity/Q51443841,La conjugación de verbos en español y su morfología,libro,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51444162,Iniciación a la programación. Ada como primer lenguaje,libro,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51451741,Manual de la conjugación del español. 12 790 verbos conjugados,libro,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51643345,Una Aplicación para el Procesamiento de la Prefijación en Español,ponencia,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51677187,The Spanish Morphology in Internet,artículo científico,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51955035,"Fundamentos de  Estructuras de Datos. Soluciones en Ada, Java y C++",libro,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q56679008,Chile en el Atlas Lingüístico de Hispanoamérica,artículo científico,Gustavo Rodríguez Rodríguez,,
http://www.wikidata.org/entity/Q51033627,Dificultades de comprensión en el diseño del examen oficial de chino YCT2 (A1),artículo científico,Isabel Cristina Alfonzo de Tovar,Revista Nebrija de Lingüística aplicada a la enseñanza de Lenguas,16
http://www.wikidata.org/entity/Q53638409,Cómo crear revistas digitales a través de la plataforma FlipSnack con alumnos de Acceso a Mayores de 25 de la Universidad de Las Palmas de Gran Canaria,ponencia,Isabel Cristina Alfonzo de Tovar,II Jornadas Iberoamaricanas de Innovación Educativa en el ámbito de las TIC,4
http://www.wikidata.org/entity/Q53640271,Flipped learning: estrategia didáctica en la enseñanza de español para estudiantes Erasmus Mundus,ponencia,Isabel Cristina Alfonzo de Tovar,II Jornadas Iberoamaricanas de Innovación Educativa en el ámbito de las TIC,6
http://www.wikidata.org/entity/Q51035806,Implantación de los estudios de educación superior al EEES: la competencia del dominio y uso de los idiomas,capítulo,Isabel Cristina Alfonzo de Tovar,,
http://www.wikidata.org/entity/Q51036218,La memoria cultural en el desarrollo de la competencia discursiva según el Espacio Europeo de Educación Superior,tesis doctoral,Isabel Cristina Alfonzo de Tovar,,
http://www.wikidata.org/entity/Q51758856,Democracia y tragedia griega,artículo científico,Israel Castro Robaina,Primer Acto,2
http://www.wikidata.org/entity/Q51758991,¿Muerte de la tragedia?,artículo científico,Israel Castro Robaina,Primer Acto,2
http://www.wikidata.org/entity/Q51759091,Edipo y el castigo de la memoria,artículo científico,Israel Castro Robaina,Primer Acto,1
http://www.wikidata.org/entity/Q51759177,El mar y las estrellas,artículo científico,Israel Castro Robaina,Primer Acto,2
http://www.wikidata.org/entity/Q51784673,Semblanza de un archipiélago dramatúrgico novel: obra en un acto,artículo científico,Israel Castro Robaina,Primer Acto,4
http://www.wikidata.org/entity/Q51790093,Relaciones entre literatura y cine,artículo científico,Israel Castro Robaina,Tempus,7
http://www.wikidata.org/entity/Q51790494,"Amestoy, las puertas y la tragedia",artículo científico,Israel Castro Robaina,Pygmalion,17
http://www.wikidata.org/entity/Q51790997,La metodología sociolingüística como recurso de aula en el análisis de obras literarias,artículo científico,Israel Castro Robaina,El Guiniguada,15
http://www.wikidata.org/entity/Q55738552,Las elecciones a Cortes Constituyentes en 1869 en las Canarias Orientales,artículo científico,José Miguel Pérez García,Vegueta,9
http://www.wikidata.org/entity/Q55739048,La estructura demográfica de una ciudad preindustria: Las Palmas en la primera mitad del siglo XIX,ponencia,José Miguel Pérez García,III Coloquio de Historia Canario-Americana,35
http://www.wikidata.org/entity/Q55739085,Elecciones y diputados a Cortes en Las Palmas durante el siglo XIX,ponencia,José Miguel Pérez García,VI Coloquio de Historia Canario-Americana,168
http://www.wikidata.org/entity/Q55739158,La prensa de derechas en Las Palmas durante la II República,ponencia,José Miguel Pérez García,"Comunicación, cultura y política durante la II República y la Guerra Civil: II Encuentro de Historia de la Prensa",12
http://www.wikidata.org/entity/Q55739197,La revolución de 1868 en Las Palmas,ponencia,José Miguel Pérez García,VIII Coloquio de Historia Canario-Americana,16
http://www.wikidata.org/entity/Q55739530,Canarias: arcaísmo y modernización (1876-1931),ponencia,José Miguel Pérez García,España entre dos siglos (1875-1931): continuidad y cambio: VII Coloquio de Historia contemporanéa de España,11
http://www.wikidata.org/entity/Q55739576,"Imperialismo europeo, despegue portuario y crecimiento económico en Las Palmas de Gran Canaria, 1882-1931",artículo científico,José Miguel Pérez García,Las ciudades en la modernización de España: los decenios interseculares: VIII Coloquio de Historia Contemporánea de España,14
http://www.wikidata.org/entity/Q55739583,El juntismo decimonónico en Canarias,capítulo,José Miguel Pérez García,Antiguo Régimen y liberalismo: homenaje a Miguel Artola,8
http://www.wikidata.org/entity/Q55739599,El periódico El Bombero: prensa y cambio político en Las Palmas durante la primera fase del sexenio democrático (1868-1870),capítulo,José Miguel Pérez García,Homenaje a Antonio de Béthencourt Massieu,18
http://www.wikidata.org/entity/Q55739661,Canarias y la Constitución de 1931,ponencia,José Miguel Pérez García,XI Coloquio de Historia Canario-Americana,28
http://www.wikidata.org/entity/Q55739665,"La suspensión del jurado y los frenos a la legislación del ""sexenio democrático"" en materia judicial durante los primeros años de la Restauración: (comentarios críticos de la ""Revista del Foro Canario"" 1880-1881)",capítulo,José Miguel Pérez García,Homenaje a Celso Martín de Guzmán (1946-1994),12
http://www.wikidata.org/entity/Q55739672,El archipiélago canario entre dos siglos: la frontera sur del Atlántico europeo,ponencia,José Miguel Pérez García,"Los 98 Ibéricos y el mar: Torre de Tombo (Lisboa), 27, 28 y 29 de abril de 1998",19
http://www.wikidata.org/entity/Q55739698,Manuel Tuñon de Lara y la historicidad de la obra galdosiana,capítulo,José Miguel Pérez García,Tuñón de Lara y la historiografía española,10
http://www.wikidata.org/entity/Q55739716,Negrín en las elecciones constituyentes de la II Republica,capítulo,José Miguel Pérez García,"Juan Negrín, el estadista: la tranquila energía de un hombre de estado",10
http://www.wikidata.org/entity/Q55739728,La reorganización administrativa de Canarias en 1912,capítulo,José Miguel Pérez García,El valor de la historia: homenaje al profesor Julio Aróstegui,10
http://www.wikidata.org/entity/Q55739755,Pensar sin barandillas,capítulo,José Miguel Pérez García,Pensamiento crítico y diálogo fe-cultura: homenaje a Pepe Alonso,6
http://www.wikidata.org/entity/Q55752326,La Junta Superior de Gobierno de Las Palmas: Octubre-noviembre de 1868,artículo científico,José Miguel Pérez García,Revista de Historia Canaria,22
http://www.wikidata.org/entity/Q55752469,Estructura social del barrio de San José en la primera mitad del siglo XX,artículo científico,José Miguel Pérez García,El Museo Canario,12
http://www.wikidata.org/entity/Q55752938,"La gestión política de D. Antonio López Botas, 1843-1870",artículo científico,José Miguel Pérez García,Boletín Millares Carlo,8
http://www.wikidata.org/entity/Q55753869,El parlamentarismo español en el sexenio democrático,artículo científico,José Miguel Pérez García,Hispania. Revista Española de Historia,30
http://www.wikidata.org/entity/Q55753873,De los Cabildos a la División provincial: propuestas para el análisis de la organización político-administrativa de Canarias en las primeras décadas del siglo XX,artículo científico,José Miguel Pérez García,Boletín Millares Carlo,10
http://www.wikidata.org/entity/Q55754161,La organización político-administrativa de Canarias. Un balance histórico,artículo científico,José Miguel Pérez García,Anales de Historia Contemporánea,16
http://www.wikidata.org/entity/Q55754215,Rasgos de la prensa decimonónica de Canarias,artículo científico,José Miguel Pérez García,Boletín de la Real Sociedad Económica de Amigos del País de Tenerife,14
http://www.wikidata.org/entity/Q55754227,Bicentenario de la Constitución de 1812,artículo científico,José Miguel Pérez García,Boletín de la Real Sociedad Económica de Amigos del País de Tenerife,13
http://www.wikidata.org/entity/Q55758844,Los retos de la Educación en España,artículo científico,José Miguel Pérez García,Temas para el debate,3
http://www.wikidata.org/entity/Q55758909,"La guerra de los pulgas: propaganda armada, caudillismo y delación en el MPAIC. La misión de Antonio Cubillo en la independencia de Canarias",artículo científico,José Miguel Pérez García,Anuario de Estudios Atlánticos,20
http://www.wikidata.org/entity/Q55738572,La situación política y social en las Canarias orientales durante la etapa isabelina,libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q55738751,Elecciones y diputados a Cortes en Las Palmas durante el siglo XIX,libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q55738766,Canarias: de los cabildos a la división provincial(la organización político-administrativa de Canarias en el primer tercio del siglo XX),libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q55738996,Para dejar atrás el siglo XX,libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q55739033,Canarias (Historia),libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q55739734,El valor de la historia: homenaje al profesor Julio Aróstegui,libro,José Miguel Pérez García,,
http://www.wikidata.org/entity/Q56324995,Tradición clásica y literatura canaria,ponencia,Juan Jesús Páez Martín,Humanismo y pervivencia del mundo clásico: actas del I Simposio sobre Humanismo y pervivencia del mundo clásico,8
http://www.wikidata.org/entity/Q56427738,Galdós en Las Máscaras,ponencia,Juan Jesús Páez Martín,Actas del Quinto Congreso Internacional de Estudios Galdosianos,16
http://www.wikidata.org/entity/Q56427762,Tomás Morales y la atmósfera lírica finisecular en Gran Canaria,capítulo,Juan Jesús Páez Martín,Varia lección sobre el 98: el modernismo en Canarias,18
http://www.wikidata.org/entity/Q56427797,Pino Ojeda y Pino Betancor,ponencia,Juan Jesús Páez Martín,La poesía escrita por mujeres y el canon,22
http://www.wikidata.org/entity/Q56427815,Una aproximación a la poesía neoclásica española del siglo XX,capítulo,Juan Jesús Páez Martín,Homenaje a Alfonso Armas Ayala,14
http://www.wikidata.org/entity/Q56427843,"Periodismo, Costumbrismo y Literatura regional en Canarias durante la Restauración: un acercamiento",capítulo,Juan Jesús Páez Martín,"""Studia Humanitatis in Honorem"" Antonio Cabrera Perera",22
http://www.wikidata.org/entity/Q56427867,Literatura y exilio en la España contemporánea,capítulo,Juan Jesús Páez Martín,"Perseguidos, malditos exiliados en la literatura universal",25
http://www.wikidata.org/entity/Q56427973,Pensamiento social en la lírica canaria del siglo XX,libro,Juan Jesús Páez Martín,Literatura y pensamiento: Canarias en el siglo XX,30
http://www.wikidata.org/entity/Q56428005,La poesía del siglo XX,capítulo,Juan Jesús Páez Martín,Canarias: la gran enciclopedia de la cultura,10
http://www.wikidata.org/entity/Q56428022,Hacia una definición de la literatura canaria,capítulo,Juan Jesús Páez Martín,Canarias: la gran enciclopedia de la cultura,4
http://www.wikidata.org/entity/Q56428037,El concepto de lo hispánico,capítulo,Juan Jesús Páez Martín,Con quien tanto quería: estudios en homenaje a María del Prado Escobar Bonilla,20
http://www.wikidata.org/entity/Q56428056,La duplicidad dramática de Pancho Guerra,capítulo,Juan Jesús Páez Martín,Pancho Guerra cien años después: nuevos estudios sobre el autor y su obra,19
http://www.wikidata.org/entity/Q56428084,El teatro de Tomás Morales,capítulo,Juan Jesús Páez Martín,Tomás Morales: versos y ecos entre dos siglos,20
http://www.wikidata.org/entity/Q56428097,La filosofía poético-literaria de María Zambrano,capítulo,Juan Jesús Páez Martín,María Zambrano. Razón poética: nuevos senderos de convivencia,24
http://www.wikidata.org/entity/Q56428113,"De ""Dado de lado""",capítulo,Juan Jesús Páez Martín,La luz no interrumpida: homenaje a Eugenio Padorno,24
http://www.wikidata.org/entity/Q56428149,La existencia en la lírica barroca: una aproximación,artículo científico,Juan Jesús Páez Martín,Boletín Millares Carlo,16
http://www.wikidata.org/entity/Q56438324,Visión de las claves sociales en el Guzmán de Alfarache,artículo científico,Juan Jesús Páez Martín,Philologica canariensia,30
http://www.wikidata.org/entity/Q56322043,María Zambrano. Razón poética: nuevos senderos de convivencia,libro,Juan Jesús Páez Martín,,
